% Extracting images in /Users/andreastoras/Documents/XAI_NorthPole/kvasir_clustering/training_tiles/labeled/non_polyps
1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,3.0,0.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,7.0,4.0,1.0,2.0,1.0,5.0,4.0,1.0,3.0,4.0,6.0,2.0,1.0,2.0,0.0,4.0,3.0,0.0,2.0,6.0,6.0,3.0,0.0,3.0,6.0,5.0,1.0,1.0,5.0,5.0,6.0,2.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,5.0,1.0,6.0,2.0,6.0,3.0,1.0,7.0,4.0,4.0,3.5729166666666665,5.746357065350395,797.0,131.0,129.0,113.0,118.0,112.0,117.0,184.0,114.0,130.0,127.0,176.0,167.0,121.0,160.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,30.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,29.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0,100.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,0.0,0.0,0.0,64.0,33.0,0.0,0.0,0.0,26.0,32.0,/Users/andreastoras/Documents/XAI_NorthPole/kvasir_clustering/training_tiles/labeled/non_polyps/0b784b2a-1606-445c-bbb6-f731a4fddbf8-0-0.jpg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,5.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.610294117647059,0.38676565360791604,1076.0,119.0,122.0,183.0,47.0,66.0,78.0,219.0,47.0,57.0,97.0,173.0,117.0,177.0,220.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,54.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/andreastoras/Documents/XAI_NorthPole/kvasir_clustering/training_tiles/labeled/non_polyps/0c6e6469-fa81-44d0-b30e-a10a6aa102de-1-0.jpg
2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.5735294117647056,3.2746615030779305,761.0,70.0,141.0,230.0,44.0,135.0,89.0,541.0,80.0,75.0,133.0,241.0,42.0,113.0,76.0,267.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,156.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,209.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,/Users/andreastoras/Documents/XAI_NorthPole/kvasir_clustering/training_tiles/labeled/non_polyps/02c9cc1e-349a-4689-bfb4-b7df1f44ca53-1-0.jpg
1.0,5.0,3.0,3.0,2.0,0.0,5.0,1.0,4.0,4.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,5.0,4.0,2.0,0.0,6.0,6.0,2.0,1.0,1.0,7.0,7.0,2.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,1.0,5.0,3.0,0.0,1.0,3.0,6.0,2.0,0.0,0.0,7.0,6.0,4.0,0.0,1.0,3.0,5.0,2.0,1.0,1.0,4.0,5.0,4.0,0.0,3.0,5.0,6.0,6.0,0.0,1.0,3.0,7.0,5.0,0.0,0.0,2.0,2.0,3.4088541666666665,3.0703124692977766,731.0,166.0,225.0,285.0,210.0,135.0,131.0,170.0,129.0,91.0,83.0,92.0,80.0,103.0,109.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,9.0,9.0,6.0,4.0,4.0,4.0,5.0,6.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,28.0,3.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,255.0,59.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,22.0,1.0,/Users/andreastoras/Documents/XAI_NorthPole/kvasir_clustering/training_tiles/labeled/non_polyps/1aab2fe2-36b4-4a78-81cb-99a3faeab9b5-0-1.jpg
2.0,0.0,0.0,0.0,1.0,3.0,2.0,5.0,4.0,6.0,1.0,3.0,5.0,2.0,5.0,2.0,0.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,3.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,0.0,5.0,2.0,5.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,3.0,5.0,2.0,0.0,2.0,2.0,5.0,5.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,6.0,1.0,5.0,2.0,1.0,4.0,2.0,5.0,6.0,3.619140625,3.2986745350777085,790.0,116.0,135.0,161.0,117.0,110.0,113.0,234.0,139.0,133.0,130.0,157.0,112.0,122.0,125.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,107.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,100.0,0.0,0.0,0.0,45.0,2.0,0.0,0.0,0.0,1.0,0.0,/Users/andreastoras/Documents/XAI_NorthPole/kvasir_clustering/training_tiles/labeled/non_polyps/0a508419-ba4f-428c-9a30-43feb39c35c2-1-0.jpg
5.0,0.0,1.0,2.0,3.0,4.0,2.0,5.0,6.0,6.0,4.0,1.0,4.0,5.0,7.0,3.0,1.0,6.0,7.0,6.0,2.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,4.0,1.0,2.0,3.0,6.0,1.0,3.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,4.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,4.0,3.0,6.0,2.0,0.0,4.0,1.0,3.0,5.0,3.5065104166666665,4.435783074223633,587.0,148.0,123.0,155.0,106.0,125.0,121.0,389.0,121.0,100.0,105.0,158.0,91.0,131.0,152.0,240.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,7.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,4.0,6.0,6.0,8.0,0.0,0.0,0.0,0.0,4.0,5.0,7.0,8.0,0.0,0.0,0.0,0.0,5.0,6.0,7.0,9.0,0.0,0.0,0.0,0.0,7.0,6.0,8.0,10.0,0.0,0.0,0.0,0.0,6.0,2.0,7.0,8.0,237.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,9.0,255.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,13.0,195.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,51.0,68.0,0.0,0.0,0.0,4.0,6.0,/Users/andreastoras/Documents/XAI_NorthPole/kvasir_clustering/training_tiles/labeled/non_polyps/3ae5e338-1f34-4e43-adb3-541a4fda43f9-1-0.jpg
3.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,5.0,7.0,3.0,3.0,3.0,3.0,5.0,1.0,2.0,2.0,5.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,4.0,1.0,3.0,3.0,2.0,1.0,5.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,2.0,1.0,4.0,3.0,2.0,6.0,7.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,3.0,7.0,2.0,3.0,3.0,1.0,4.0,5.0,6.0,5.0,3.6295572916666665,5.923836369284563,604.0,109.0,130.0,153.0,110.0,120.0,163.0,430.0,171.0,114.0,111.0,152.0,84.0,93.0,116.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,255.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,11.0,243.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,57.0,0.0,0.0,2.0,248.0,30.0,0.0,0.0,0.0,23.0,0.0,/Users/andreastoras/Documents/XAI_NorthPole/kvasir_clustering/training_tiles/labeled/non_polyps/1dfdb283-78f0-4989-a35e-3cbe52bfa10e-1-0.jpg
1.0,2.0,4.0,4.0,3.0,0.0,0.0,4.0,0.0,3.0,3.0,0.0,6.0,1.0,6.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,6.0,3.0,3.0,3.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,6.0,2.0,3.0,4.0,0.0,5.0,2.0,5.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,4.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.3284313725490198,2.0734655792921135,873.0,89.0,85.0,122.0,62.0,80.0,103.0,254.0,123.0,137.0,169.0,288.0,205.0,181.0,158.0,109.0,9.0,9.0,10.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,10.0,8.0,9.0,9.0,8.0,8.0,7.0,8.0,8.0,8.0,10.0,9.0,10.0,9.0,8.0,9.0,7.0,7.0,9.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,8.0,6.0,5.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,8.0,8.0,6.0,7.0,7.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,43.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/andreastoras/Documents/XAI_NorthPole/kvasir_clustering/training_tiles/labeled/non_polyps/1e7efbd0-e245-4731-9186-54da7d9a6536-1-1.jpg
0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0,3.610532407407407,0.8046701223285866,282.0,168.0,187.0,238.0,125.0,182.0,176.0,284.0,123.0,162.0,173.0,259.0,157.0,229.0,220.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,220.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,141.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,/Users/andreastoras/Documents/XAI_NorthPole/kvasir_clustering/training_tiles/labeled/non_polyps/0deb8435-e1fb-41c5-b281-3e8e566bb126-0-0.jpg
0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,2.0,3.0,2.0,3.0,0.0,2.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,4.0,2.0,0.0,1.0,2.0,4.0,3.0,1.0,4.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,0.0,5.0,2.0,6.0,3.68359375,1.9940465616766438,955.0,151.0,145.0,155.0,105.0,111.0,129.0,179.0,108.0,112.0,113.0,151.0,98.0,106.0,115.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,61.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/andreastoras/Documents/XAI_NorthPole/kvasir_clustering/training_tiles/labeled/non_polyps/3a2bcf32-6bb1-4609-82a0-7532ea886f95-0-0.jpg
